Bean ID,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
-1.4843688325582538,-0.4804502010641384,-0.6391000688455378,-0.9135468019495848,0.06825224514750593,-1.6410964006844144,-2.4179729627825313,-0.4855423409866483,-0.5125041495388701,0.7015669295871201,0.8193330748676048,1.26324451229455,1.9585233003805351,-0.31506172141298333,1.735940211113447,2.0627723191829235,0.8356308473014926,5
1.6084469708324225,-0.5184795407752262,-0.6286491211139316,-0.6662425903570334,-0.41851440661536304,-0.6036484038538319,-0.37108345994683756,-0.5195327328915611,-0.5667257933300128,-0.4949243973870514,0.19985670187829024,0.713423928596672,0.5601901634203796,0.34368843830053364,0.6073753296094633,0.5324286850507339,0.8054493543600441,3
-0.22947911590233142,-0.17245696821980327,0.4400771331429152,0.09842695042634983,-0.26873053495526644,0.585101325755456,0.702593337915927,-0.11861437768044561,-0.09920380623780782,-2.197380661161242,-6.728531740562911,-3.421690769544265,-0.7702371748296707,0.251234327895716,-0.6085051196790681,-0.7839892935473062,-3.8931965781712248,4
0.6057567490469157,-0.21995093245916714,-0.1440541923066844,-0.04971043999810389,-0.288821277647246,0.34705438472462935,0.5408346942349671,-0.21540285997601918,-0.16023164357605316,-0.2958176534936542,-0.659187930531549,-0.19609962266124542,-0.46586892606897934,0.1911127352112561,-0.3982275217744291,-0.4948356481280531,-0.6095341654640196,6
-0.3002273092161311,-0.3768176877274545,-0.15476688112638123,0.2003686977169468,-0.9379643774975605,2.1221896297012592,1.4077529927722996,-0.3746865479819127,-0.3685598740593866,-1.3153142340934678,-0.3298554852244551,-1.5462037900658523,-1.8515122425212949,1.302064471390035,-1.0416062135241995,-1.7535978877199927,-1.027762504921738,4
-1.2319148477838318,-0.09527073425093785,-0.15142968225322975,-0.4109827365940232,0.50269245673542,-1.2807973181521495,-1.489028135148086,-0.10121533548753478,-0.0018793973646743854,0.9847203122345671,0.6352277224386684,0.9945032651032913,1.4235534739025169,-0.7927968785364626,0.7639798131875531,1.4595368136971738,0.7770851726677845,5
0.4355030032665847,-0.32354927747625434,-0.317607229502582,-0.2123400806841537,-0.4061556019645355,0.23443643038195736,0.45701772963802634,-0.32948942290439,-0.29659431801497943,-0.27291172993805857,0.8037750031165145,0.16744340696384027,-0.3225484146048967,0.32666710833641566,-0.22417456338691213,-0.35621195530091515,0.7457708124064605,6
-0.06100679945004573,0.052063059849880106,0.4139871553979108,0.8529171563505045,-0.5374797998613551,2.529651371508547,1.5310525970774762,0.04733277329294569,0.177999248828182,0.20024635271510205,0.41110146589005264,-1.7350818587273338,-2.097851319154115,0.56944520718827,-1.3713931496149563,-1.961920219911998,-0.6224332178803643,4
1.49316304431749,-0.6042078546432578,-0.6930935161601726,-0.7086848885617594,-0.6308062800826004,-0.3691889763863048,-0.09517256498706601,-0.6056192898150928,-0.6919603590956914,-0.726483761306754,0.30922628460475643,0.2603846334858301,0.2868262617754424,0.6909032515374663,0.5148123834713613,0.2508311090640298,0.514894572628041,3
1.2142421095263947,-0.7548559757449521,-0.9217757700350966,-0.8848135418863633,-0.9081115287628679,-0.28047866619952794,-0.0011207261022595908,-0.7547731679562549,-0.9233332003642981,0.05975916153159572,0.1225893916532773,0.4125731698978552,0.19669111242564544,1.1880954721565182,0.6751937484856994,0.15924105870704405,0.7222794740657208,3
